accident_index,latitude,longitude,accident_severity,number_of_vehicles,number_of_casualties,date,day_of_week,time,road_type,speed_limit,junction_detail,light_conditions,weather_conditions,road_surface_conditions,urban_or_rural_area,first_road_class,police_force
DEMO100205,53.97177171448239,-1.5824837664552815,3,4,4,17/12/2025,3,20:28,9,20.0,1,7,3.0,,1,3,29
DEMO100206,56.31537916401776,-2.8181207359621063,3,4,7,15/09/2025,1,06:15,7,40.0,8,1,2.0,2.0,1,6,29
DEMO100207,54.63214973557258,-5.619142010960064,3,5,5,05/10/2025,7,20:42,3,30.0,1,6,1.0,3.0,2,3,39
DEMO100208,53.576151687551125,-1.6013372092867235,3,6,7,17/04/2025,4,17:34,7,50.0,3,1,1.0,1.0,2,5,2
DEMO100209,56.06071535869827,-2.895653059256511,3,2,2,22/08/2025,5,10:43,9,40.0,8,1,1.0,1.0,1,6,43
DEMO100210,53.76723547793825,-1.1722429327585848,3,4,4,22/01/2025,3,21:56,7,30.0,0,4,5.0,1.0,1,4,39
DEMO100211,55.67415970765103,-4.288887028282406,2,2,2,04/09/2025,4,23:43,3,40.0,9,7,1.0,2.0,1,4,34
DEMO100212,55.929551626531655,-2.8719749885289,3,3,4,31/07/2025,4,05:20,7,40.0,1,1,4.0,1.0,1,5,13
DEMO100213,53.49427702144682,-2.6860547779060178,3,3,3,01/05/2025,4,23:12,6,30.0,6,1,6.0,1.0,2,4,19
DEMO100214,56.0536989563086,-4.050479280655138,3,3,5,17/09/2025,3,00:31,9,20.0,8,4,2.0,3.0,1,6,8
DEMO100215,53.71386085729259,-1.3245315014941481,3,4,5,24/08/2025,7,03:26,7,30.0,1,1,1.0,3.0,1,4,9
DEMO100216,51.42817747139826,-0.3373664588273487,2,5,6,10/06/2025,2,01:18,6,70.0,7,1,2.0,1.0,1,2,9
DEMO100217,52.467902067245916,-1.702024316141392,2,2,4,10/03/2025,1,08:48,1,30.0,6,4,1.0,1.0,2,1,14
DEMO100218,53.724484878234534,-3.0217341519735315,2,4,6,09/01/2025,4,22:54,3,30.0,7,1,9.0,1.0,1,1,26
DEMO100219,51.723193635575576,-3.396104681541751,3,1,1,09/12/2025,2,14:22,3,30.0,8,5,4.0,1.0,2,4,1
DEMO100220,52.58781935476832,-1.525445600166532,3,3,5,13/04/2025,7,14:40,7,60.0,3,1,4.0,1.0,1,3,7
DEMO100221,53.5032388698707,-3.019882112281366,2,5,6,21/04/2025,1,02:59,9,40.0,2,5,2.0,2.0,1,2,2
DEMO100222,55.80751541185468,-4.19552282822149,3,4,4,06/09/2025,6,12:00,12,50.0,1,6,4.0,1.0,1,4,29
DEMO100223,53.61979690742601,-2.2087793740104553,1,2,2,04/04/2025,5,09:21,7,50.0,9,6,4.0,,1,4,29
DEMO100224,55.68532858340661,-4.625372062855423,2,1,1,18/05/2025,7,11:44,9,,3,5,1.0,1.0,1,3,41
DEMO100225,53.8870499425016,-1.6200566129053293,2,4,6,17/09/2025,3,06:29,7,70.0,2,4,1.0,2.0,1,4,39
DEMO100226,55.5875526278023,-3.0026284775660703,2,4,5,06/08/2025,3,04:47,3,50.0,0,1,1.0,1.0,1,3,41
DEMO100227,52.65951916906005,-1.1546492142983182,2,2,4,28/08/2025,4,22:28,7,50.0,8,1,2.0,1.0,1,5,16
DEMO100228,52.60664247062016,-1.2428047134009168,3,2,4,02/01/2025,4,13:03,3,50.0,6,1,6.0,1.0,1,1,30
DEMO100229,53.81953600442807,-2.1625566787173813,3,3,4,14/06/2025,6,09:26,6,30.0,1,5,3.0,2.0,2,2,24
DEMO100230,53.379914812584225,-2.733820045994606,3,2,3,23/06/2025,1,01:24,12,50.0,9,1,2.0,1.0,1,5,12
DEMO100231,51.23813873561192,-3.5713445197143447,2,2,3,19/08/2025,2,18:50,7,40.0,9,1,7.0,1.0,2,1,44
DEMO100232,51.94612824056142,-0.1529184389192199,3,2,3,25/02/2025,2,11:08,2,60.0,9,1,1.0,2.0,1,4,19
DEMO100233,55.81377727489484,-3.1836751057093706,2,3,4,28/02/2025,5,09:09,6,70.0,7,5,1.0,2.0,1,3,37
DEMO100234,53.5030721758159,-2.5669348219309516,3,3,6,06/10/2025,1,16:08,12,40.0,3,1,7.0,1.0,1,5,12
DEMO100235,55.723203082732084,-3.9622586525453847,3,4,5,03/09/2025,3,03:34,2,40.0,1,1,7.0,2.0,1,1,39
DEMO100236,53.52398562158414,-1.8014256652511775,3,4,4,24/10/2025,5,12:59,12,30.0,3,4,4.0,1.0,1,4,25
DEMO100237,53.40571322125624,-2.6700436374958354,2,2,3,09/04/2025,3,20:37,12,60.0,7,7,1.0,1.0,2,1,9
DEMO100238,53.66637255877644,-1.5852818829358957,2,4,5,31/12/2025,3,11:48,7,50.0,2,5,8.0,1.0,1,1,2
DEMO100239,53.14067439711082,-1.85636801442375,1,3,4,10/04/2025,4,00:51,3,70.0,3,1,5.0,1.0,1,6,30
DEMO100240,52.358520007620704,-2.2127794468027013,3,4,5,26/08/2025,2,05:36,1,40.0,7,6,4.0,1.0,2,2,19
DEMO100241,53.20019382100219,-1.1424299753836584,3,1,1,01/03/2025,6,01:36,1,50.0,8,1,1.0,1.0,2,5,20
DEMO100242,52.169129207767604,-1.7813100367981531,3,1,3,02/12/2025,2,12:14,3,20.0,0,1,2.0,1.0,1,2,12
DEMO100243,53.51328651659683,-1.7060291955879316,3,3,3,02/05/2025,5,08:57,9,40.0,9,1,,1.0,1,1,3
DEMO100244,53.582020115315345,-1.090193198114088,3,1,2,20/10/2025,1,03:47,12,30.0,3,1,6.0,1.0,1,4,11
DEMO100245,52.36366557176819,-1.7200373598937941,1,3,4,01/05/2025,4,16:52,3,40.0,7,5,2.0,2.0,2,3,32
DEMO100246,55.5784314137255,-3.2497529923299404,3,2,2,16/10/2025,4,04:59,6,30.0,9,4,2.0,2.0,1,2,10
DEMO100247,51.51984862806449,-2.516140284830004,2,6,7,15/06/2025,7,08:20,6,30.0,1,6,4.0,1.0,1,1,12
DEMO100248,55.981243685586364,-3.3987579018750917,2,3,5,23/01/2025,4,23:08,3,60.0,9,4,2.0,4.0,1,3,11
DEMO100249,51.32732556414211,0.3519887640362518,3,2,2,11/03/2025,2,01:51,6,40.0,8,1,2.0,1.0,1,5,28
DEMO100250,53.47013870794363,-2.5273015101096994,3,5,7,07/09/2025,7,05:28,12,30.0,9,4,1.0,1.0,1,6,7
DEMO100251,52.91203073850054,-3.3008088249358316,3,1,2,12/03/2025,3,07:57,3,60.0,3,5,1.0,1.0,1,6,19
DEMO100252,53.48228803544922,-2.1958767940744193,3,2,4,11/04/2025,5,12:41,2,20.0,1,1,5.0,1.0,2,2,4
DEMO100253,53.77325773611606,-0.8577120101511249,3,2,2,17/07/2025,4,05:15,7,30.0,0,1,1.0,1.0,2,6,6
DEMO100254,53.62039453680492,-1.8074824345517981,1,3,5,03/04/2025,4,23:21,1,,8,4,1.0,3.0,1,3,26
DEMO100255,52.531899361958935,-1.6947371445724142,2,4,4,17/02/2025,1,00:36,12,30.0,1,4,7.0,1.0,2,1,27
DEMO100256,55.88055573246492,-4.2350506563650665,3,3,5,16/08/2025,6,22:23,12,60.0,2,1,4.0,1.0,1,5,43
DEMO100257,52.83974400886202,-1.7945370367555802,3,4,5,09/09/2025,2,12:16,2,50.0,9,6,1.0,1.0,1,5,35
DEMO100258,53.337946915917364,-1.9685056199198363,3,2,4,25/09/2025,4,00:12,7,50.0,3,1,1.0,1.0,1,1,24
DEMO100259,53.111831216275306,-1.63460389180976,2,2,5,11/12/2025,4,02:38,9,40.0,2,1,5.0,2.0,2,1,13
DEMO100260,56.117631288549816,-3.250139168309755,2,3,4,15/02/2025,6,02:02,6,30.0,8,5,2.0,2.0,1,1,29
DEMO100261,53.66895964497735,-2.408043487192016,3,2,4,05/06/2025,4,06:05,6,50.0,2,6,2.0,2.0,1,6,27
DEMO100262,53.99325336988937,-1.2127005178041483,3,3,5,27/03/2025,4,07:02,12,50.0,7,5,2.0,1.0,1,1,33
DEMO100263,54.555375443360916,-5.624760697349264,3,3,6,25/11/2025,2,15:44,3,40.0,1,1,1.0,1.0,1,1,30
DEMO100264,54.46929847846565,-6.199874069844589,3,5,5,17/07/2025,4,07:01,6,30.0,3,7,4.0,1.0,1,5,4
DEMO100265,52.73104064689139,-1.0666717466728384,2,2,2,05/02/2025,3,17:25,2,30.0,1,1,1.0,2.0,1,1,22
DEMO100266,53.24867083652726,-2.7399066885349352,3,2,3,10/09/2025,3,07:07,3,20.0,8,1,2.0,1.0,1,2,24
DEMO100267,51.18360126754759,-2.9695569852454646,3,4,7,16/01/2025,4,06:35,9,20.0,2,4,1.0,1.0,2,2,37
DEMO100268,53.30193338858536,-1.1369442288828178,2,3,3,11/04/2025,5,06:02,9,50.0,2,1,1.0,1.0,1,2,24
DEMO100269,53.679761093551086,-1.4857332013032172,3,2,2,21/09/2025,7,07:01,7,30.0,9,4,1.0,1.0,1,1,35
DEMO100270,53.70274406561018,-1.6579302516099754,2,6,7,04/07/2025,5,20:24,2,50.0,8,7,6.0,1.0,2,5,24
DEMO100271,51.53051407140576,0.20742097287757968,2,3,3,05/10/2025,7,05:41,9,40.0,7,1,1.0,6.0,1,1,10
DEMO100272,52.58468847452539,,3,3,3,28/07/2025,1,06:06,3,30.0,9,1,1.0,1.0,1,2,28
DEMO100273,54.53232375197218,-6.258574121744551,3,3,3,04/11/2025,2,22:29,6,40.0,1,1,1.0,1.0,1,5,12
DEMO100274,53.34202837015333,-2.818550499387119,3,1,4,25/07/2025,5,15:48,3,30.0,7,1,4.0,1.0,1,2,35
DEMO100275,53.639861811559896,-2.8282288637318005,3,3,4,21/01/2025,2,04:37,6,70.0,9,5,2.0,,1,4,32
DEMO100276,53.44195607109074,-3.51490240900244,3,2,2,27/01/2025,1,20:45,7,30.0,7,7,8.0,1.0,1,2,33
DEMO100277,56.15656275489821,-3.0536174009325117,2,1,1,11/10/2025,6,04:18,3,60.0,2,5,4.0,2.0,1,1,12
DEMO100278,51.937205720696724,-0.2267144377162857,3,1,2,15/01/2025,3,03:56,6,30.0,8,7,2.0,1.0,1,5,5
DEMO100279,51.35081778431161,0.14315407612794848,3,2,3,18/05/2025,7,10:08,3,30.0,1,1,3.0,1.0,1,3,33
DEMO100280,53.772792607262005,-1.7543717817681928,1,2,3,06/01/2025,1,16:36,7,40.0,1,1,1.0,1.0,1,5,16
DEMO100281,53.37833595027159,-2.962165222885251,1,2,2,21/04/2025,1,04:26,6,30.0,8,1,8.0,1.0,1,3,25
DEMO100282,55.77499742852411,-4.380288218841008,2,4,5,06/08/2025,3,18:01,9,30.0,0,6,8.0,4.0,1,2,21
DEMO100283,53.33072665669564,-3.1441692634886125,3,1,1,05/03/2025,3,03:56,1,30.0,0,1,1.0,1.0,2,3,3
DEMO100284,53.66092215498509,-3.516730819045612,3,3,4,20/06/2025,5,18:42,1,60.0,3,1,3.0,2.0,1,6,6
DEMO100285,54.615164477518604,-5.674381330472864,3,3,4,30/12/2025,2,02:13,3,40.0,3,1,1.0,1.0,1,1,4
DEMO100286,52.934303054321056,-1.6118447684278396,2,3,3,26/01/2025,7,11:03,2,20.0,3,1,2.0,1.0,1,5,10
DEMO100287,52.88166166075767,-1.1408047117179094,3,2,3,24/01/2025,5,15:40,6,30.0,8,5,5.0,2.0,2,5,2
DEMO100288,53.2258943831673,-1.0691501325219268,2,1,1,10/04/2025,4,06:32,3,70.0,7,7,8.0,1.0,2,2,35
DEMO100289,53.725011024105726,-3.1676790666119223,3,2,2,29/10/2025,3,14:02,1,20.0,8,1,1.0,3.0,1,3,18
DEMO100290,55.9383668049804,-2.930328456619322,3,2,2,29/05/2025,4,16:59,3,50.0,0,4,4.0,1.0,2,4,22
DEMO100291,53.881299454188124,-1.489935944640552,3,2,3,22/08/2025,5,15:43,6,30.0,2,1,4.0,1.0,1,1,21
DEMO100292,54.756210794731004,-5.9151327811303425,2,3,4,13/01/2025,1,09:27,9,30.0,9,1,1.0,3.0,2,2,19
DEMO100293,53.70055695920254,-1.1959766991993572,2,1,3,26/09/2025,5,18:14,3,30.0,3,1,3.0,1.0,1,6,35
DEMO100294,53.254268445713784,-1.4703734572087688,1,1,2,25/01/2025,6,17:16,12,70.0,2,4,3.0,5.0,1,5,19
DEMO100295,52.808757012802964,-1.624170411182929,3,8,8,17/09/2025,3,07:27,3,40.0,9,4,5.0,4.0,1,3,39
DEMO100296,51.38788141369031,-3.0723744870199114,2,4,5,23/02/2025,7,17:03,6,30.0,3,5,9.0,1.0,1,1,30
DEMO100297,53.31666174676487,-3.0416994611677644,3,2,3,10/11/2025,1,22:22,3,40.0,6,6,1.0,1.0,2,3,42
DEMO100298,53.84134571288577,-1.8215303645072831,1,1,1,19/04/2025,6,19:13,9,20.0,2,1,1.0,2.0,2,3,31
DEMO100299,51.56641012986394,-0.08651346232451831,3,2,2,09/03/2025,7,17:06,3,70.0,8,5,1.0,1.0,1,4,22
DEMO100300,51.33994658988766,-2.500695189121945,3,1,1,03/05/2025,6,18:07,12,30.0,1,5,1.0,2.0,1,1,7
DEMO100301,55.93293228076448,-2.977280079931742,2,1,3,01/01/2025,3,19:20,9,60.0,7,1,2.0,1.0,2,2,33
DEMO100302,51.30679136795402,-0.3925096245117984,3,1,2,02/03/2025,7,06:22,7,60.0,8,1,6.0,1.0,2,1,4
DEMO100303,51.691216874531534,-3.277317161725985,3,3,3,07/08/2025,4,17:21,6,30.0,8,1,2.0,1.0,1,3,32
DEMO100304,53.07989975706247,-1.0863098352583929,2,3,4,20/04/2025,7,04:41,3,70.0,0,1,4.0,2.0,1,5,30
DEMO100305,52.42369086535667,-1.6243674649210038,3,3,3,10/05/2025,6,08:31,1,70.0,0,1,1.0,2.0,1,4,14
DEMO100306,53.76620137915205,-1.3307166071116667,2,2,4,22/10/2025,3,22:11,12,60.0,8,1,1.0,1.0,1,3,19
DEMO100307,52.83543649683468,-1.276391523817054,2,7,9,15/02/2025,6,06:58,9,30.0,9,7,6.0,1.0,2,3,19
DEMO100308,53.63353039160381,-1.424489265187417,2,1,2,25/05/2025,7,20:43,2,50.0,1,7,3.0,1.0,1,1,5
DEMO100309,52.29165164022413,-2.0153436135477407,3,3,3,09/03/2025,7,10:28,2,20.0,3,4,1.0,1.0,1,5,36
DEMO100310,53.214443211349185,-1.5691436255308964,2,1,3,26/06/2025,4,05:02,3,70.0,8,5,7.0,1.0,1,1,6
DEMO100311,56.03673096911809,-4.3266127436051995,3,2,2,02/05/2025,5,02:54,9,30.0,8,7,2.0,,1,1,16
DEMO100312,52.67263621529748,-2.04460977866909,3,2,3,17/01/2025,5,13:44,6,50.0,9,1,1.0,1.0,1,4,43
DEMO100313,53.55429866090799,-1.372728493539424,3,3,3,26/01/2025,7,10:27,7,60.0,8,4,2.0,1.0,2,3,8
DEMO100314,53.60656043446635,-2.019198310254158,3,2,7,08/11/2025,6,12:09,1,70.0,1,5,4.0,1.0,2,1,8
DEMO100315,53.161324040100816,-1.566182977944932,2,2,3,21/01/2025,2,01:06,12,60.0,8,7,1.0,2.0,1,3,8
DEMO100316,56.00181491023331,-4.210083125926647,3,3,6,13/10/2025,1,06:17,3,60.0,9,6,6.0,1.0,1,3,42
DEMO100317,55.87933215667947,-4.34408300759851,1,5,7,01/12/2025,1,00:13,3,50.0,2,1,2.0,,1,6,30
DEMO100318,54.50355616596129,-6.155050486992316,2,4,4,20/06/2025,5,07:12,12,40.0,6,5,2.0,1.0,2,3,1
DEMO100319,56.03355459209175,-3.4500624238624336,2,1,1,24/04/2025,4,22:24,9,20.0,1,1,6.0,1.0,2,6,27
DEMO100320,54.04355118462034,-1.1295075731652298,2,4,4,11/10/2025,6,03:02,6,70.0,2,1,2.0,3.0,1,1,43
DEMO100321,52.1487530977219,-2.0689388446479584,3,3,3,25/12/2025,4,16:19,9,30.0,9,4,2.0,1.0,1,6,8
DEMO100322,53.585931854357476,-1.3176681809865851,3,1,4,13/02/2025,4,00:52,1,60.0,0,5,1.0,2.0,2,4,10
DEMO100323,51.33843843766563,-3.085464088794403,3,2,2,18/12/2025,4,13:51,2,30.0,8,1,1.0,1.0,1,3,21
DEMO100324,54.85355628385204,-6.215986134550645,2,3,4,11/12/2025,4,22:00,3,30.0,0,1,1.0,1.0,1,3,1
DEMO100325,53.63678213062048,-2.1408330300183533,3,1,1,22/02/2025,6,08:40,3,30.0,2,5,,1.0,1,1,35
DEMO100326,53.27896121456144,-2.171747476421672,2,2,3,20/01/2025,1,04:59,7,70.0,7,1,3.0,1.0,1,2,12
DEMO100327,51.40263025301015,-0.13358322509984816,2,2,4,18/09/2025,4,13:34,6,30.0,0,6,1.0,1.0,1,6,34
DEMO100328,52.57266897564551,-1.9950006361067298,3,2,3,29/01/2025,3,06:23,3,40.0,8,1,1.0,1.0,1,4,29
DEMO100329,53.12524020545559,-1.1587476593328776,3,2,2,08/08/2025,5,21:29,9,30.0,2,4,2.0,1.0,1,4,18
DEMO100330,53.04049832268508,-1.0446050872105104,3,3,4,24/01/2025,5,20:12,3,40.0,8,1,1.0,1.0,1,3,31
DEMO100331,51.52471184107714,-2.7945724806421395,3,3,5,10/09/2025,3,15:23,2,40.0,9,7,3.0,2.0,1,4,34
DEMO100332,53.685814809540766,-1.204188417211855,3,1,1,26/03/2025,3,15:56,3,30.0,3,7,4.0,1.0,1,5,37
DEMO100333,55.95938434499856,-3.0233839137212843,1,2,2,05/02/2025,3,14:36,9,50.0,0,1,1.0,5.0,1,6,32
DEMO100334,53.395194053134965,-3.5689105068211147,2,1,2,25/01/2025,6,17:25,6,60.0,8,5,1.0,1.0,1,1,41
DEMO100335,55.683089860598464,-3.242096963900036,2,2,2,10/03/2025,1,11:07,12,60.0,2,6,2.0,1.0,1,2,39
DEMO100336,54.657692324800024,-5.418996510150191,3,4,4,17/07/2025,4,23:54,9,50.0,1,1,1.0,1.0,2,1,39
DEMO100337,53.73473874742442,-1.463296263199532,3,1,2,28/01/2025,2,08:09,9,30.0,9,4,2.0,,1,5,28
DEMO100338,53.72846508695169,-2.4165666873027134,2,2,3,20/10/2025,1,00:43,9,40.0,2,6,,2.0,1,4,11
DEMO100339,54.80785498901991,-5.7765815792882025,3,1,2,09/08/2025,6,16:18,7,50.0,7,1,3.0,1.0,2,1,19
DEMO100340,53.41426748971861,-1.978455974950088,3,2,3,19/04/2025,6,15:16,9,60.0,2,7,2.0,1.0,1,3,35
DEMO100341,53.9995577437612,-1.484567679102446,3,5,5,27/12/2025,6,23:10,7,50.0,8,1,8.0,2.0,1,1,12
DEMO100342,53.491844845750066,-1.5904511607858969,3,2,2,29/08/2025,5,09:22,3,40.0,7,7,1.0,1.0,1,6,8
DEMO100343,52.95077248617286,-1.1478076012778717,2,3,3,03/09/2025,3,10:40,3,50.0,6,7,6.0,1.0,1,6,40
DEMO100344,51.22676541987729,-3.498336125673644,3,2,3,05/03/2025,3,13:24,9,,7,1,5.0,2.0,1,4,43
DEMO100345,53.77208039233692,-1.6524004146136657,3,3,3,17/09/2025,3,09:01,3,40.0,2,1,2.0,1.0,1,4,24
DEMO100346,54.537219681934715,-6.55686494958616,2,1,1,24/07/2025,4,18:15,9,30.0,0,5,1.0,1.0,1,5,32
DEMO100347,54.57739084994681,-6.078615761498867,3,4,5,26/12/2025,5,10:09,12,60.0,8,7,1.0,2.0,1,3,33
DEMO100348,53.43960931337329,-2.2135235722651196,3,3,4,24/06/2025,2,18:24,3,50.0,9,1,7.0,1.0,2,4,36
DEMO100349,52.684811073376814,-1.6230913343587885,3,2,2,05/09/2025,5,10:54,3,50.0,8,1,1.0,1.0,1,5,9
DEMO100350,53.17331275916106,-0.5666587539661654,3,3,4,05/05/2025,1,05:57,3,30.0,8,6,6.0,1.0,1,1,30
DEMO100351,51.41953563220471,-0.32436035884813486,3,3,3,15/01/2025,3,23:59,6,30.0,6,1,2.0,2.0,1,6,24
DEMO100352,53.562386322097666,-1.42772672485524,3,5,5,16/02/2025,7,12:06,7,60.0,7,4,2.0,,1,4,14
DEMO100353,53.23367279138588,-3.0722268106974053,3,4,7,13/11/2025,4,16:29,3,20.0,8,4,3.0,1.0,1,4,10
DEMO100354,54.82080292798267,-6.001897942450404,3,2,3,27/09/2025,6,14:02,6,30.0,0,7,1.0,1.0,1,4,27
DEMO100355,54.76955709868345,-5.908773447171647,2,2,2,14/05/2025,3,08:29,6,40.0,3,1,2.0,1.0,1,2,22
DEMO100356,52.281073481072184,-1.928475330668353,3,4,6,12/09/2025,5,23:34,3,20.0,2,7,8.0,1.0,1,4,23
DEMO100357,51.21757127189557,-2.7309398441294466,3,1,4,02/01/2025,4,08:46,1,40.0,2,4,1.0,1.0,2,3,5
DEMO100358,,-1.9620108606774782,2,4,6,14/01/2025,2,23:20,3,30.0,8,7,7.0,1.0,1,4,37
DEMO100359,56.187446132926,-4.526266503478612,2,4,4,05/07/2025,6,10:02,9,30.0,2,1,9.0,1.0,1,2,23
DEMO100360,51.55705905817594,-3.135048082558807,3,2,2,17/08/2025,7,00:27,3,70.0,8,5,1.0,1.0,1,6,32
DEMO100361,51.43905312965044,-3.4368643211936716,3,2,2,09/12/2025,2,00:25,1,40.0,9,6,2.0,1.0,1,3,19
DEMO100362,53.45817913849889,-2.331126486626484,3,2,3,05/10/2025,7,23:37,3,70.0,9,6,1.0,1.0,1,6,31
DEMO100363,51.142961283873646,-2.924750048589534,3,4,4,04/04/2025,5,12:05,7,40.0,8,1,3.0,1.0,1,2,30
DEMO100364,52.433657539129165,-1.9499645927354552,3,3,5,25/10/2025,6,09:36,9,60.0,9,1,9.0,1.0,1,4,39
DEMO100365,53.17803124450855,-1.0332003809605956,2,1,2,29/06/2025,7,19:24,3,20.0,3,1,7.0,1.0,2,4,10
DEMO100366,53.33741441888028,-3.041862915257088,3,4,5,29/10/2025,3,14:44,7,30.0,8,1,7.0,6.0,2,2,42
DEMO100367,53.756857345292524,-1.4864543988831453,3,4,6,05/03/2025,3,15:59,9,30.0,8,5,1.0,1.0,1,4,31
DEMO100368,51.56664010879524,-0.29492904301464956,2,3,3,10/01/2025,5,16:13,9,20.0,9,7,2.0,1.0,2,3,40
DEMO100369,55.750966638791496,-2.993571440064412,3,5,5,22/01/2025,3,04:45,7,70.0,7,5,1.0,1.0,1,5,41
DEMO100370,51.514430196832144,-2.9041782221137913,3,2,3,28/12/2025,7,02:07,7,40.0,3,1,7.0,1.0,2,5,2
DEMO100371,53.23209948549926,-1.6622811191516886,3,2,4,30/01/2025,4,17:59,2,40.0,8,1,1.0,1.0,1,5,30
DEMO100372,51.36462727312906,-2.5683698056648083,3,2,2,09/12/2025,2,00:28,3,40.0,8,1,1.0,5.0,1,2,39
DEMO100373,51.38641692893448,-2.389984074852565,3,2,4,23/09/2025,2,17:44,9,30.0,1,1,1.0,1.0,1,6,26
DEMO100374,51.413640371830766,-3.1283391121282556,2,3,4,23/02/2025,7,03:46,3,70.0,7,6,1.0,1.0,1,4,8
DEMO100375,52.504585084342786,-1.7673968766942028,3,3,4,12/11/2025,3,06:36,3,50.0,7,1,1.0,1.0,1,1,22
DEMO100376,55.850948788057245,-4.544213777648216,3,1,2,22/02/2025,6,16:23,7,30.0,7,1,1.0,1.0,1,1,36
DEMO100377,55.831449423203416,-4.327690560863244,3,2,2,22/02/2025,6,14:45,9,30.0,9,5,6.0,1.0,1,3,31
DEMO100378,51.47644055424053,-2.530640608454526,3,3,6,30/07/2025,3,18:28,1,20.0,7,1,5.0,4.0,1,2,6
DEMO100379,53.63740697299741,-1.5356842611632477,3,4,5,16/04/2025,3,14:39,9,50.0,9,1,1.0,3.0,1,1,44
DEMO100380,51.119008054740796,-0.38736193991096235,2,1,1,17/04/2025,4,01:36,3,40.0,2,1,5.0,1.0,1,3,37
DEMO100381,54.59574763351044,-6.132449814147607,3,4,6,13/03/2025,4,20:27,9,60.0,0,1,2.0,1.0,1,2,30
DEMO100382,54.47354139559875,-5.961655593568351,2,4,4,10/08/2025,7,05:07,9,70.0,3,4,5.0,1.0,1,1,3
DEMO100383,53.56263375966,-2.0634158509299354,1,3,3,10/01/2025,5,03:17,9,20.0,7,1,1.0,1.0,1,4,6
DEMO100384,51.40804951288382,0.376248699422814,2,3,3,31/03/2025,1,21:56,12,20.0,8,5,,1.0,1,4,5
DEMO100385,52.14458362949556,-2.152096293692874,3,1,2,22/07/2025,2,04:31,12,60.0,7,1,1.0,1.0,1,6,3
DEMO100386,51.485825423970866,-0.11569406734415429,3,1,2,27/06/2025,5,12:38,12,40.0,3,1,1.0,4.0,1,1,43
DEMO100387,56.14257834589951,-3.4329451634285983,3,2,3,13/09/2025,6,11:15,6,30.0,3,5,3.0,1.0,2,2,4
DEMO100388,51.537911429652006,-3.1849011727759455,2,2,2,20/03/2025,4,18:42,6,40.0,9,1,4.0,2.0,1,2,28
DEMO100389,52.23049576888698,-1.9828329304413268,2,4,5,25/08/2025,1,01:29,2,30.0,1,1,4.0,2.0,1,1,1
DEMO100390,55.751626215563306,-4.153806155389357,3,5,8,05/10/2025,7,02:13,3,40.0,1,1,1.0,1.0,1,4,29
DEMO100391,53.39139602378735,-2.7197196626358338,2,1,2,22/05/2025,4,09:08,7,70.0,7,1,2.0,1.0,1,2,34
DEMO100392,51.42139818931597,-2.667662110621674,3,4,4,04/04/2025,5,11:23,2,40.0,8,1,5.0,1.0,1,6,31
DEMO100393,53.275441167827466,-1.4440512773577399,3,3,4,22/07/2025,2,18:33,12,30.0,3,7,1.0,3.0,1,2,18
DEMO100394,55.548086211626504,-4.202667188628761,3,3,6,31/07/2025,4,14:16,3,30.0,0,1,1.0,,2,1,19
DEMO100395,51.456849209256156,-3.100335970869871,3,4,4,04/02/2025,2,03:14,2,70.0,6,4,1.0,2.0,1,3,11
DEMO100396,51.76521948007393,-0.08982849402919918,3,1,2,26/07/2025,6,23:16,3,40.0,1,1,1.0,1.0,1,2,11
DEMO100397,53.36317488099088,-1.9409255480720975,3,5,6,26/02/2025,3,11:17,1,40.0,0,1,1.0,1.0,1,1,28
DEMO100398,53.57695347686568,-1.2299257408910556,1,3,4,27/07/2025,7,23:44,3,20.0,2,6,1.0,3.0,1,5,2
DEMO100399,54.05722823420099,-1.5992941964078686,3,3,3,07/12/2025,7,23:29,7,70.0,1,5,3.0,1.0,1,2,40
DEMO100400,54.94306834595146,-6.055026521416976,2,3,3,16/07/2025,3,01:28,3,30.0,3,7,4.0,2.0,1,1,4
DEMO100401,55.87990592224111,-3.140135797875612,3,2,4,05/10/2025,7,12:09,9,70.0,8,1,5.0,1.0,2,3,2
DEMO100402,53.84358160674715,-1.3552494572728577,2,1,1,24/04/2025,4,10:32,3,30.0,0,1,3.0,1.0,1,4,3
DEMO100403,54.637032956063024,-5.920148305267351,3,1,2,03/12/2025,3,11:57,9,30.0,6,5,1.0,1.0,1,5,10
DEMO100404,53.56838247706899,-3.252882267129161,3,3,3,24/10/2025,5,07:44,7,30.0,6,1,8.0,1.0,2,2,22
DEMO100405,52.753739050347626,-0.9278650945986832,2,4,5,01/12/2025,1,13:26,2,30.0,0,1,4.0,2.0,2,1,9
DEMO100406,53.40302377717434,-2.896794178448223,3,3,3,28/09/2025,7,11:18,1,70.0,8,1,2.0,1.0,2,3,21
DEMO100407,52.2900023496693,-1.468289837337168,3,1,3,26/08/2025,2,04:21,9,30.0,0,1,1.0,1.0,1,1,3
DEMO100408,54.65945671607639,-6.10954496848362,2,3,4,11/07/2025,5,06:01,7,60.0,9,6,3.0,1.0,2,6,22
DEMO100409,51.77974554498588,-0.07075029678381738,2,3,3,05/12/2025,5,03:01,3,60.0,7,7,3.0,1.0,1,1,6
DEMO100410,53.540799344896236,-2.138740297273126,3,1,1,06/11/2025,4,20:46,7,,2,5,,2.0,2,2,19
